RunID,Power,TurnNum,Phase,InteractionType,CharLength,TokenCount,PromptSnippet
run_20250418_134914,ENGLAND,1,S1901M,NEGOTIATION_ROUND_1,2813,828,"You are ENGLAND, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_134914,ENGLAND,2,S1901M,NEGOTIATION_ROUND_2,3600,1012,"You are ENGLAND, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_134914,ENGLAND,3,S1901M,ORDER_SUBMISSION,4358,1238,"You are ENGLAND, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F EDI, F LON, A..."
run_20250418_134914,ENGLAND,4,F1901M,NEGOTIATION_ROUND_1,3992,1089,"You are ENGLAND, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_134914,RUSSIA,1,S1901M,NEGOTIATION_ROUND_1,2822,832,"You are RUSSIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_134914,RUSSIA,2,S1901M,NEGOTIATION_ROUND_2,3496,982,"You are RUSSIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_134914,RUSSIA,3,S1901M,ORDER_SUBMISSION,3428,1004,"You are RUSSIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A WAR, A MOS, F ..."
run_20250418_134914,RUSSIA,4,F1901M,NEGOTIATION_ROUND_1,3379,938,"You are RUSSIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_134914,Summarizer,1,S1901M,SUMMARY,708,151,You are a historian summarizing a phase of a Diplomacy game.  PREVIOUS SUMMARY: The game has just be...
run_20250418_125707,ITALY,1,S1901M,NEGOTIATION_ROUND_1,2811,827,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_125707,ITALY,2,S1901M,NEGOTIATION_ROUND_2,2811,827,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_125707,GERMANY,1,S1901M,NEGOTIATION_ROUND_1,2813,827,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_125707,GERMANY,2,S1901M,NEGOTIATION_ROUND_2,2813,827,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_125707,AUSTRIA,1,S1901M,NEGOTIATION_ROUND_1,2813,827,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_125707,AUSTRIA,2,S1901M,NEGOTIATION_ROUND_2,2813,827,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_125707,FRANCE,1,S1901M,NEGOTIATION_ROUND_1,2812,824,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_125707,FRANCE,2,S1901M,NEGOTIATION_ROUND_2,2812,824,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_125707,TURKEY,1,S1901M,NEGOTIATION_ROUND_1,2812,827,"You are TURKEY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_125707,ENGLAND,1,S1901M,NEGOTIATION_ROUND_1,2813,828,"You are ENGLAND, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_125707,ENGLAND,2,S1901M,NEGOTIATION_ROUND_2,2813,828,"You are ENGLAND, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_125707,RUSSIA,1,S1901M,NEGOTIATION_ROUND_1,2822,832,"You are RUSSIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_125707,RUSSIA,2,S1901M,NEGOTIATION_ROUND_2,2822,832,"You are RUSSIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_141243,ITALY,1,S1901M,NEGOTIATION_ROUND_1,2811,827,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_141243,GERMANY,1,S1901M,NEGOTIATION_ROUND_1,2813,827,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_141243,AUSTRIA,1,S1901M,NEGOTIATION_ROUND_1,2813,827,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_141243,FRANCE,1,S1901M,NEGOTIATION_ROUND_1,2812,824,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_141243,ENGLAND,1,S1901M,NEGOTIATION_ROUND_1,2813,828,"You are ENGLAND, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,ITALY,1,S1901M,NEGOTIATION_ROUND_1,2811,827,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,2,S1901M,NEGOTIATION_ROUND_2,3863,1052,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,3,S1901M,ORDER_SUBMISSION,3569,1046,"You are ITALY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F NAP, A ROM, A V..."
run_20250418_144816,ITALY,4,F1901M,NEGOTIATION_ROUND_1,3493,994,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,5,F1901M,NEGOTIATION_ROUND_2,4462,1204,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,6,F1901M,ORDER_SUBMISSION,4239,1181,"You are ITALY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A VEN, F ION, A A..."
run_20250418_144816,ITALY,7,W1901A,ORDER_SUBMISSION,3316,1073,"You are ITALY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A APU, A TYR, F T..."
run_20250418_144816,ITALY,8,S1902M,NEGOTIATION_ROUND_1,3666,1085,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,9,S1902M,NEGOTIATION_ROUND_2,5234,1434,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,10,S1902M,ORDER_SUBMISSION,5075,1426,"You are ITALY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A APU, A TYR, F T..."
run_20250418_144816,ITALY,11,F1902M,NEGOTIATION_ROUND_1,4157,1177,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,12,F1902M,NEGOTIATION_ROUND_2,5709,1525,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,13,F1902M,ORDER_SUBMISSION,4836,1367,"You are ITALY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A APU, A TYR, A V..."
run_20250418_144816,ITALY,14,F1902R,NEGOTIATION_ROUND_1,4356,1209,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,15,F1902R,NEGOTIATION_ROUND_2,5597,1483,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,16,F1902R,ORDER_SUBMISSION,5277,1442,"You are ITALY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A ROM, A VIE, A T..."
run_20250418_144816,ITALY,17,W1902A,ORDER_SUBMISSION,3975,1223,"You are ITALY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A ROM, A VIE, A T..."
run_20250418_144816,ITALY,18,S1903M,NEGOTIATION_ROUND_1,4138,1174,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,19,S1903M,NEGOTIATION_ROUND_2,5814,1564,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,20,S1903M,ORDER_SUBMISSION,5418,1513,"You are ITALY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A ROM, A VIE, A T..."
run_20250418_144816,ITALY,21,S1903R,NEGOTIATION_ROUND_1,4201,1191,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,22,S1903R,NEGOTIATION_ROUND_2,6088,1607,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,23,S1903R,ORDER_SUBMISSION,5219,1454,"You are ITALY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A ROM, A VIE, A T..."
run_20250418_144816,ITALY,24,F1903M,NEGOTIATION_ROUND_1,4085,1175,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,25,F1903M,NEGOTIATION_ROUND_2,5447,1484,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,ITALY,26,F1903M,ORDER_SUBMISSION,5454,1517,"You are ITALY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A ROM, A VIE, A T..."
run_20250418_144816,ITALY,27,F1903R,NEGOTIATION_ROUND_1,4029,1158,"You are ITALY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negoti..."
run_20250418_144816,GERMANY,1,S1901M,NEGOTIATION_ROUND_1,2813,827,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,2,S1901M,NEGOTIATION_ROUND_2,3892,1079,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,3,S1901M,ORDER_SUBMISSION,4319,1211,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F KIE, A BER, A..."
run_20250418_144816,GERMANY,4,F1901M,NEGOTIATION_ROUND_1,3940,1089,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,5,F1901M,NEGOTIATION_ROUND_2,4991,1308,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,6,F1901M,ORDER_SUBMISSION,4909,1321,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A MUN, F DEN, A..."
run_20250418_144816,GERMANY,7,S1902M,NEGOTIATION_ROUND_1,4229,1190,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,8,S1902M,NEGOTIATION_ROUND_2,5517,1478,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,9,S1902M,ORDER_SUBMISSION,5491,1515,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A RUH, F BAL, A..."
run_20250418_144816,GERMANY,10,F1902M,NEGOTIATION_ROUND_1,4400,1223,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,11,F1902M,NEGOTIATION_ROUND_2,5314,1413,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,12,F1902M,ORDER_SUBMISSION,5832,1575,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A RUH, F BAL, A..."
run_20250418_144816,GERMANY,13,F1902R,NEGOTIATION_ROUND_1,4941,1342,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,14,F1902R,NEGOTIATION_ROUND_2,6122,1601,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,15,F1902R,ORDER_SUBMISSION,5759,1571,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A RUH, F SWE, A..."
run_20250418_144816,GERMANY,16,W1902A,ORDER_SUBMISSION,4571,1363,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A RUH, F SWE, A..."
run_20250418_144816,GERMANY,17,S1903M,NEGOTIATION_ROUND_1,4727,1310,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,18,S1903M,NEGOTIATION_ROUND_2,5727,1543,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,19,S1903M,ORDER_SUBMISSION,6474,1725,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A RUH, F SWE, A..."
run_20250418_144816,GERMANY,20,S1903R,NEGOTIATION_ROUND_1,5194,1416,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,21,S1903R,NEGOTIATION_ROUND_2,6399,1685,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,22,S1903R,ORDER_SUBMISSION,6188,1664,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F SWE, A WAR, A..."
run_20250418_144816,GERMANY,23,F1903M,NEGOTIATION_ROUND_1,5130,1411,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,24,F1903M,NEGOTIATION_ROUND_2,6307,1674,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,GERMANY,25,F1903M,ORDER_SUBMISSION,6535,1756,"You are GERMANY, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F SWE, A WAR, A..."
run_20250418_144816,GERMANY,26,F1903R,NEGOTIATION_ROUND_1,5045,1394,"You are GERMANY, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,1,S1901M,NEGOTIATION_ROUND_1,2813,827,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,2,S1901M,NEGOTIATION_ROUND_2,3798,1054,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,3,S1901M,ORDER_SUBMISSION,4511,1249,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A BUD, A VIE, F..."
run_20250418_144816,AUSTRIA,4,F1901M,NEGOTIATION_ROUND_1,4227,1158,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,5,F1901M,NEGOTIATION_ROUND_2,5077,1342,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,6,F1901M,ORDER_SUBMISSION,4809,1331,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A VIE, A SER, F..."
run_20250418_144816,AUSTRIA,7,W1901A,ORDER_SUBMISSION,4431,1325,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A VIE, A SER, F..."
run_20250418_144816,AUSTRIA,8,S1902M,NEGOTIATION_ROUND_1,4788,1340,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,9,S1902M,NEGOTIATION_ROUND_2,5569,1510,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,10,S1902M,ORDER_SUBMISSION,5128,1440,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A VIE, A SER, F..."
run_20250418_144816,AUSTRIA,11,F1902M,NEGOTIATION_ROUND_1,4854,1343,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,12,F1902M,NEGOTIATION_ROUND_2,5979,1604,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,13,F1902M,ORDER_SUBMISSION,5335,1516,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A VIE, A SER, A..."
run_20250418_144816,AUSTRIA,14,F1902R,NEGOTIATION_ROUND_1,5421,1484,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,15,F1902R,NEGOTIATION_ROUND_2,6501,1717,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,16,F1902R,ORDER_SUBMISSION,5692,1590,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A SER, A BUD, A..."
run_20250418_144816,AUSTRIA,17,W1902A,ORDER_SUBMISSION,5040,1498,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A SER, A BUD, A..."
run_20250418_144816,AUSTRIA,18,S1903M,NEGOTIATION_ROUND_1,5175,1434,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,19,S1903M,NEGOTIATION_ROUND_2,6277,1687,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,20,S1903M,ORDER_SUBMISSION,6347,1755,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A SER, A BUD, F..."
run_20250418_144816,AUSTRIA,21,S1903R,NEGOTIATION_ROUND_1,6103,1664,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,22,S1903R,NEGOTIATION_ROUND_2,7203,1914,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,23,S1903R,ORDER_SUBMISSION,7619,2057,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A SER, A BUD, F..."
run_20250418_144816,AUSTRIA,24,F1903M,NEGOTIATION_ROUND_1,6941,1889,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,25,F1903M,NEGOTIATION_ROUND_2,7999,2142,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,AUSTRIA,26,F1903M,ORDER_SUBMISSION,8013,2183,"You are AUSTRIA, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: A SER, A BUD, F..."
run_20250418_144816,AUSTRIA,27,F1903R,NEGOTIATION_ROUND_1,7272,1978,"You are AUSTRIA, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in nego..."
run_20250418_144816,FRANCE,1,S1901M,NEGOTIATION_ROUND_1,2812,824,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,2,S1901M,NEGOTIATION_ROUND_2,3924,1083,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,3,S1901M,ORDER_SUBMISSION,4136,1137,"You are FRANCE, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F BRE, A MAR, A ..."
run_20250418_144816,FRANCE,4,F1901M,NEGOTIATION_ROUND_1,3723,1030,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,5,F1901M,NEGOTIATION_ROUND_2,4689,1232,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,6,F1901M,ORDER_SUBMISSION,4085,1136,"You are FRANCE, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F MAO, A SPA, A ..."
run_20250418_144816,FRANCE,7,W1901A,ORDER_SUBMISSION,3560,1107,"You are FRANCE, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F MAO, A POR, A ..."
run_20250418_144816,FRANCE,8,S1902M,NEGOTIATION_ROUND_1,3917,1121,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,9,S1902M,NEGOTIATION_ROUND_2,4929,1341,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,10,S1902M,ORDER_SUBMISSION,4505,1266,"You are FRANCE, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F MAO, A POR, A ..."
run_20250418_144816,FRANCE,11,F1902M,NEGOTIATION_ROUND_1,3994,1124,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,12,F1902M,NEGOTIATION_ROUND_2,5449,1436,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,13,F1902M,ORDER_SUBMISSION,4763,1342,"You are FRANCE, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F MAO, A POR, F ..."
run_20250418_144816,FRANCE,14,F1902R,NEGOTIATION_ROUND_1,4430,1211,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,15,F1902R,NEGOTIATION_ROUND_2,5746,1499,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,16,F1902R,ORDER_SUBMISSION,5694,1518,"You are FRANCE, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F MAO, A POR, A ..."
run_20250418_144816,FRANCE,17,W1902A,ORDER_SUBMISSION,4213,1265,"You are FRANCE, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F MAO, A POR, A ..."
run_20250418_144816,FRANCE,18,S1903M,NEGOTIATION_ROUND_1,4369,1211,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,19,S1903M,NEGOTIATION_ROUND_2,5948,1548,"You are FRANCE, playing Diplomacy. == OVERALL GOAL == Analyze the situation, communicate if in negot..."
run_20250418_144816,FRANCE,20,S1903M,ORDER_SUBMISSION,6265,1666,"You are FRANCE, playing Diplomacy.  == CURRENT GAME STATE (Focus!) ==   Your Units: F MAO, A POR, A ..."
